target_distance_m,left_index,right_index,ratio,latitude,longitude,altitude_m,speed_mps
2010.5346733668343,301,302,0.9063660008585893,31.10085080284416,121.01252444641219,1088.5954900128788,2.525
2056.2286432160804,307,308,0.565736785499423,31.100795610449953,121.01204976853614,1104.5179257836946,2.525
2101.922613065327,313,314,0.2530220295218729,31.10076847525057,121.01157196106173,1111.0507700959674,2.526
2147.616582914573,318,319,0.8593393798259714,31.100731241370546,121.01109413052184,1103.505922294399,2.526
2193.3105527638195,324,325,0.4597811331539841,31.100707265061654,121.01061655240602,1125.4,2.526
2239.0045226130655,330,331,0.08094063496533471,31.100674838521464,121.01014005413188,1114.5075744128683,2.526
2284.6984924623116,335,336,0.7415946969928686,31.100651376480236,121.0096616720077,1078.876079545107,2.525
2330.392462311558,341,342,0.43803481030309716,31.100621001004075,121.00918321058968,1100.6414575962428,2.525
2376.086432160804,347,348,0.09872214761840377,31.100586588862807,121.00870574262163,1076.2134797323977,2.525
2421.7804020100507,352,353,0.7866669204609611,31.100565836951116,121.00822959912699,1082.0106695091629,2.524213333079539
2467.4743718592968,358,359,0.5453268702000983,31.100538570874516,121.00774951134989,1085.2184116336398,2.524
2513.168341708543,364,365,0.019077314282240816,31.100503531004733,121.00727467620656,1119.8724937942725,2.525
2558.8623115577893,369,370,0.6358454677479987,31.100478185502396,121.00679879086839,1129.8554781580535,2.525
2604.5562814070354,375,376,0.3635115122210696,31.100453585961848,121.00631900167438,1088.7426578737518,2.5246364884877788
2650.2502512562814,380,381,0.9125925192464777,31.100431721782055,121.00584221693991,1099.8888877886973,2.524
2695.944221105528,386,387,0.5769716457937862,31.100399892527236,121.0053627984186,1110.6758351342191,2.523
2741.638190954774,392,393,0.22380362387660274,31.10035620762339,121.00488604681557,1077.546699706291,2.523
2787.33216080402,397,398,0.8414740368509339,31.1003370666605,121.00440935481657,1099.7343651591293,2.524
2833.0261306532666,403,404,0.48168888724066794,31.100315257549298,121.00393037088975,1140.1949155370955,2.524
2878.7201005025127,408,409,0.8450125628140768,31.10027748318857,121.0034537005863,1134.0976030150753,2.523
2924.4140703517587,414,415,0.9199478404681408,31.10025214228788,121.00297923626809,578.6910056612222,2.522
2970.108040201005,422,423,0.5197842601667089,31.100208767481767,121.00250255004295,842.4647511416014,2.5224802157398334
3015.8020100502513,429,430,0.1297016417236179,31.100173412065082,121.00202487231162,942.8334629551024,2.5221297016417235
3061.495979899498,435,436,0.36740865959236957,31.10013723149203,121.00154741557941,968.5111298938856,2.525
3107.189949748744,441,442,0.43292825348525016,31.100082282393963,121.00107394846074,1020.6731946585522,2.526
3152.88391959799,447,448,0.27877680413083394,31.100025875261043,121.00060042638422,1044.7611501031326,2.527
3198.577889447236,453,454,0.10416332275626171,31.09995273005056,121.00012786423494,1098.1207524107015,2.529
3244.2718592964825,458,459,0.5095185228468213,31.099872140834655,120.99965873154153,1202.2132149117688,2.529
3289.965829145729,463,464,0.7937734650263036,31.099781484617942,120.99919095874934,1264.8902628082947,2.5262062265349736
3335.659798994975,468,469,0.8659119774697738,31.099675749663444,120.9987284807287,1310.4413584405545,2.524
3381.353768844221,473,474,0.9669384870782401,31.09956260509701,120.9982666134907,1310.0743662508974,2.522
3427.047738693467,478,479,0.8103055644205844,31.09943162151587,120.99781322928297,1353.0,2.522
3472.7417085427132,483,484,0.6760883307796456,31.099290216359158,120.99736305013955,1355.0,2.521
3518.43567839196,488,489,0.5815532689905037,31.099141635827063,120.99691823268941,1356.2566983063468,2.52
3564.1296482412063,493,494,0.4687458456302987,31.09900523976185,120.99646537691946,1365.981234213395,2.521
3609.8236180904523,498,499,0.30248611478447474,31.098840015542073,120.99602913749605,1400.888950013224,2.519
3655.5175879396984,503,504,0.05926276403664214,31.098658157397097,120.99560044860581,1396.331871478605,2.518
3701.2115577889444,507,508,0.9282071734332868,31.098494483518575,120.99516056975352,1363.2040796575473,2.5189282071734334
3746.9055276381914,512,513,0.9539475153545836,31.0983242935721,120.9947232931946,1334.7407883863762,2.518046052484645
3792.5994974874375,517,518,0.9292065902933851,31.09815229889729,120.99428871553947,1326.4619700862297,2.517
3838.2934673366835,522,523,0.9503375809651324,31.097986684223525,120.99384928883599,1335.3656713602143,2.517
3883.9874371859296,527,528,0.8763344620096228,31.09782242656352,120.99341075005368,1323.3628140703515,2.517
3929.6814070351757,532,533,0.8789457951936557,31.09765311526853,120.99297518600405,1314.703216418796,2.516
3975.3753768844226,538,539,0.011920462038759952,31.09748225811063,120.99253782002678,1261.6452977557472,2.515
4021.0693467336687,543,544,0.17598926739570858,31.097321559530798,120.99209792308253,1216.971079794832,2.515
4066.7633165829147,548,549,0.41746701421547067,31.097156158815185,120.99165750834636,1240.7647069572465,2.516
4112.457286432161,553,554,0.7166192558804366,31.096987984117217,120.9912209790143,1172.7723041642107,2.516
4158.151256281407,559,560,0.09126825717370694,31.096818876898087,120.99078404131478,1151.1333067205182,2.5160912682571737
4203.845226130654,564,565,0.5649078726968654,31.09665954559246,120.99034302598848,1146.5275544388628,2.5175649078726967
4249.5391959799,569,570,0.9203224890311715,31.096490161943997,120.98990502312883,1187.4461940614253,2.5170796775109685
4295.233165829146,575,576,0.31266318952538225,31.096324759678833,120.9894669020008,1068.8573105730927,2.518
4340.927135678392,581,582,0.2670881288161653,31.096155133888228,120.9890318933067,1008.510628410872,2.519
4386.621105527639,587,588,0.3964705416848627,31.095985449194327,120.98859483036826,963.0731769081623,2.518
4432.315075376885,593,594,0.6294623803951596,31.095817844791604,120.98815823220093,959.5910538996354,2.518629462380395
4478.009045226131,599,600,0.823181206930965,31.09563365188137,120.98772927514804,1004.1928966213917,2.521
4523.703015075377,605,606,0.7982846863114307,31.095444447766635,120.98730528940933,1036.8738248707211,2.522
4569.396984924623,611,612,0.6864227049225164,31.09525426798805,120.98688026124391,1062.8963405738377,2.521
4615.09095477387,617,618,0.6430811777006866,31.095042369868963,120.98646887718219,1068.7575461198612,2.521
4660.784924623116,623,624,0.28372585820676566,31.094831312914952,120.98605853153818,1080.0113470969332,2.52
4706.478894472362,628,629,0.9768998051482715,31.09461056669396,120.98565398377806,1090.212521792636,2.52
4752.172864321608,634,635,0.6306388428941497,31.09437807199057,120.9852557764329,1074.7315775202073,2.521
4797.866834170854,640,641,0.17292196644074548,31.094141788380846,120.9848658954068,1092.009117908745,2.522
4843.560804020101,645,646,0.8907831080871685,31.093891606314916,120.98448529387873,1075.991794999845,2.522
4889.254773869347,651,652,0.852257124736164,31.09363551544841,120.98411149396644,927.5255835348675,2.523
4934.9487437185935,658,659,0.46068749544829507,31.09338096608948,120.98373504798829,923.8,2.523
4980.64271356784,664,665,0.7184459531701421,31.093117240034445,120.98336744324605,949.2931893510112,2.523
5026.336683417086,670,671,0.8528932929956459,31.092823832054073,120.98303343705294,1009.5057865859912,2.5231471067070044
5072.030653266332,676,677,0.8422578611037017,31.09253861728496,120.98268657979189,1029.2833559778194,2.523
5117.724623115579,682,683,0.856995002110965,31.092257587607154,120.9823360537784,986.0024839645357,2.523
5163.418592964825,689,690,0.12999902559904633,31.091977695976126,120.98198449021106,929.4360417043608,2.523
5209.112562814071,695,696,0.9511635098569968,31.091697015402932,120.98163527368082,731.3530003865475,2.526951163509857
5254.806532663317,704,705,0.07046100065553032,31.09141694812496,120.98128379412323,499.15717719029817,2.533140922001311
5300.500502512563,713,714,0.6207242352112132,31.091135101849414,120.98093460769722,414.72394428281723,2.541
5346.194472361809,724,725,0.1512039616971484,31.090853832554703,120.98058501408231,329.99107644761375,2.5471512039616973
5391.888442211056,734,735,0.7402310889258478,31.090569712380205,120.98023756287472,399.181176391939,2.552740231088926
5437.582412060302,744,745,0.020894435000319612,31.090287586903973,120.97988942789931,552.9468476210052,2.5560208944350005
5483.276381909548,752,753,0.524195563452683,31.0900077567813,120.97953795492319,599.47099031067,2.559
5528.970351758794,760,761,0.3232076782626972,31.08971639207396,120.97919975695325,735.5261193426943,2.562
5574.66432160804,767,768,0.1426612669536477,31.089435881804672,120.9788485256517,900.7102898458544,2.562
5620.358291457286,773,774,0.2334135375207007,31.089155262108516,120.97849730581555,1060.5154346830425,2.5597665864624792
5666.052261306533,778,779,0.9011198677791106,31.088874968815585,120.97814730676649,1124.846271259563,2.556
5711.746231155779,784,785,0.43394090078735953,31.088603566477072,120.97778734703512,1198.4790444674013,2.5495660590992126
5757.440201005025,789,790,0.6324246932989577,31.088351007419234,120.9774099889719,1289.3695269644327,2.5433675753067013
5803.134170854271,794,795,0.6560610539327403,31.088118073086143,120.97701513577344,1382.6957676080935,2.5383439389460674
5848.828140703517,799,800,0.48609079151027185,31.08791163739294,120.97660053699887,1416.447145007739,2.5320278184169793
5894.522110552764,804,805,0.47790928325846344,31.08772723920076,120.97616904970585,1035.5205474741888,2.528
5940.21608040201,825,826,0.7639729258539112,31.087493270187853,120.97572832091811,122.2435032304362,2.524
5985.9100502512565,847,848,0.7976523086948434,31.08700002766485,120.9759294211575,561.9711563712531,2.521
6031.604020100503,855,856,0.023166680861998204,31.08661005316216,120.97608980810773,876.1320671152392,2.522023166680862
6077.297989949749,861,862,0.12996080274945743,31.086221473491886,120.976249606062,954.2432630916898,2.524
6122.991959798996,866,867,0.8263172501757201,31.085832858204714,120.97640725582247,1139.0800111013355,2.525
6168.685929648242,872,873,0.5550106624152007,31.085443486630233,120.97656685360741,1052.6483582571507,2.525
6214.379899497488,878,879,0.9114866367234783,31.085051000960657,120.97670696657265,591.9714732956786,2.527
6260.073869346734,887,888,0.5196326459885776,31.084666031197983,120.97687790142813,685.8088650147293,2.529
6305.76783919598,895,896,0.5975096068578304,31.084269559138324,120.97700466366568,285.0291900679848,2.526
6351.461809045227,905,906,0.11733254940165665,31.083882612698837,120.97717179044135,595.2187427080393,2.525
6397.155778894472,917,918,0.053278816442366775,31.08349371808189,120.97731573843163,-248.49098910702176,2.525
6442.849748743719,937,938,0.6848626695120013,31.0831038332885,120.97747110693682,148.81386383974888,2.524
6488.543718592965,948,949,0.32527553338923115,31.082708857219956,120.97760738605672,533.6646289609391,2.524
6534.237688442211,956,957,0.03246115635649747,31.082316882964182,120.97775389119373,681.0182175244037,2.523032461156357
6579.931658291458,963,964,0.7543372157016116,31.081924201059508,120.9778966579518,562.9814043286387,2.5247543372157017
6625.625628140703,973,974,0.08508132058140788,31.081546762628154,120.97808008641518,380.91746474307064,2.526
6671.31959798995,981,982,0.7970014606855368,31.08116548526193,120.9782639014092,613.0389810110881,2.526
6717.013567839196,989,990,0.22153319790445192,31.080765642555733,120.97836821501734,704.9623436330597,2.5247784668020956
6762.707537688442,997,998,0.18581127072346,31.080375516447564,120.9785131851663,605.3453226083298,2.5248141887292763
6808.401507537689,1003,1004,0.9452762092249127,31.080022172936552,120.97874650614875,671.6694883351406,2.525
6854.095477386934,1011,1012,0.21264671031576676,31.079656448522016,120.97896255046763,662.8264143436634,2.527212646710316
6899.789447236181,1019,1020,0.02109640486863584,31.079289282033212,120.97918372115845,752.3561133960279,2.527
6945.4834170854265,1026,1027,0.6520100502511524,31.07897870319816,120.97948824046132,612.5949748743742,2.524
6991.177386934673,1035,1036,0.14388091661054062,31.078691786584603,120.97983186891464,589.6114662660381,2.523
7036.87135678392,1045,1046,0.6606973546981729,31.07851140655914,120.98025919016797,369.19886223571723,2.523
7082.565326633166,1054,1055,0.12525145664525816,31.07832024248819,120.98068470145789,718.9042244716403,2.522
7128.2592964824125,1061,1062,0.8157574878001418,31.078148331461072,120.98111996501214,583.0632730439196,2.5218157574878
7173.953266331658,1071,1072,0.1290418840042347,31.07796782132254,120.98154984062832,325.21910263908904,2.523870958115996
7219.647236180905,1082,1083,0.906104831462026,31.077797808727848,120.98198519841928,279.7089578876734,2.525
7265.341206030152,1093,1094,0.137703583832749,31.077615789246213,120.98241209626241,516.4944136880279,2.527
7311.035175879397,1102,1103,0.223719813643031,31.077439925904546,120.98284474353784,511.0388114662397,2.527776280186357
7356.729145728644,1110,1111,0.9010839027590454,31.077261444570016,120.98327791351801,592.076419132704,2.525
7402.423115577889,1118,1119,0.9809323944353885,31.077077723245175,120.98370557456677,717.7800929607216,2.523
7448.117085427136,1126,1127,0.8141441150707741,31.076898324502768,120.9841357045918,527.6608842377019,2.522
7493.811055276383,1139,1140,0.22764127385472777,31.076690453778625,120.98453982937072,-172.5105897585926,2.522
7539.505025125628,1157,1158,0.0673571941338153,31.07621329644476,120.98439869258841,62.15443749360296,2.524
7585.198994974875,1165,1166,0.08262418861682436,31.075856473603757,120.98429555700778,295.6363364627445,2.526
7630.89296482412,1165,1166,0.25605558440854737,31.07544425210111,120.98423252521897,351.9668538158961,2.526
7676.586934673367,1165,1166,0.4294869802002773,31.075032030598468,120.98416949343014,408.29737116905,2.526
7722.280904522614,1165,1166,0.6029183759920073,31.07461980909582,120.98410646164133,464.6278885222039,2.526
7767.974874371859,1165,1166,0.7763497717837302,31.074207587593175,120.98404342985252,520.9584058753555,2.526
7813.668844221106,1165,1166,0.9497811675754602,31.073795366090533,120.98398039806371,577.2889232285094,2.526
7859.362814070351,1170,1171,0.7213831588882784,31.07341312543794,120.98382254420174,888.3615258613538,2.523
7905.056783919598,1177,1178,0.7783005938784725,31.073218346125834,120.98340128187232,758.1679488350848,2.529778300593878
7950.750753768845,1185,1186,0.25913443719476503,31.07303529357211,120.98297309489587,675.046541455128,2.537259134437195
7996.44472361809,1193,1194,0.5480610600170434,31.072850403765425,120.98254436374009,509.2347359438704,2.544548061060017
8042.138693467337,1202,1203,0.47166839307283176,31.072676173804503,120.98211115681681,597.089401008455,2.547
8087.8326633165825,1210,1211,0.15165257180208008,31.072619001478465,120.98164009918722,723.2492544020918,2.5448483474281978
8133.5266331658295,1217,1218,0.43225631079381704,31.072557254869164,120.98116675115672,843.5005701019753,2.540567743689206
8179.220603015076,1223,1224,0.7829976211591153,31.072417175551482,120.98071677867502,953.4514575679494,2.536217002378841
8224.914572864322,1230,1231,0.6580418649539258,31.07219364106233,120.98031675905274,691.4587440513823,2.536
8270.608542713568,1238,1239,0.1870809154129791,31.071890157719718,120.97999473778906,769.6859187578762,2.535812919084587
8316.302512562814,1244,1245,0.8588616157711377,31.07160903703152,120.97964639910906,908.7177232315423,2.5291411383842286
