timestamp,elapsed_seconds,distance_m,latitude,longitude,altitude_m,speed_mps,source_elapsed_seconds,source_left_index,source_right_index,distance_ratio
2026-03-28T00:43:38+00:00,685.0,6878.57,31.07946098316461,120.97908140625805,665.4,3.7927500000000003,1027.5,1015,1016,0.5
2026-03-28T00:43:39+00:00,686.0,6887.17,31.079390281811357,120.9791211783886,698.0,3.792,1029.0,1017,1018,0.0
2026-03-28T00:43:40+00:00,687.0,6896.42,31.079315557144582,120.97916618920863,738.200000000002,3.79125,1030.5,1018,1019,0.5000000000000704
2026-03-28T00:43:41+00:00,688.0,6906.26,31.079238820821047,120.97921547479928,759.5999999999999,3.7905,1032.0,1020,1021,0.0
2026-03-28T00:43:42+00:00,689.0,6915.58,31.079167490825057,120.97926756832749,722.3000000000001,3.78825,1033.5,1021,1022,0.5
2026-03-28T00:43:43+00:00,690.0,6924.84,31.079101860523224,120.97932519391179,685.0,3.7874999999999996,1035.0,1023,1024,0.0
2026-03-28T00:43:44+00:00,691.0,6933.27,31.079051569104195,120.97939254250377,659.799999999999,3.786,1036.5,1024,1025,0.5000000000000818
2026-03-28T00:43:45+00:00,692.0,6941.78,31.079001110047102,120.97946047782898,627.2,3.786,1038.0,1026,1027,0.0
2026-03-28T00:43:46+00:00,693.0,6949.995,31.078951111994684,120.97952334210277,587.0,3.786,1039.5,1027,1028,0.5
2026-03-28T00:43:47+00:00,694.0,6957.91,31.078899772837758,120.97958193160594,554.4000000000001,3.786,1041.0,1029,1030,0.0
2026-03-28T00:43:48+00:00,695.0,6965.9349999999995,31.07884311117232,120.97963318694383,552.4999999999984,3.786,1042.5,1030,1031,0.49999999999991596
2026-03-28T00:43:49+00:00,696.0,6973.93,31.07879189774394,120.97969139926136,602.8,3.786,1044.0,1032,1033,0.0
2026-03-28T00:43:50+00:00,697.0,6982.030000000001,31.07874345034361,120.97975736483932,636.3999999999982,3.7852500000000004,1045.5,1033,1034,0.5000000000000809
2026-03-28T00:43:51+00:00,698.0,6990.34,31.07869617640972,120.97982500679791,588.0,3.7845000000000004,1047.0,1035,1036,0.0
2026-03-28T00:43:52+00:00,699.0,6998.625,31.078654266893864,120.97989558242261,576.8000000000001,3.7845000000000004,1048.5,1036,1037,0.5
2026-03-28T00:43:53+00:00,700.0,7005.99,31.078622583299875,120.9799669124186,526.4000000000001,3.7845000000000004,1050.0,1038,1039,0.0
2026-03-28T00:43:54+00:00,701.0,7013.055,31.07859471347183,120.98003233317286,300.5999999999827,3.78375,1051.5,1039,1040,0.5000000000001107
2026-03-28T00:43:55+00:00,702.0,7019.01,31.078569190576673,120.98008551634848,160.60000000000002,3.7829999999999995,1053.0,1041,1042,0.0
2026-03-28T00:43:56+00:00,703.0,7024.325,31.07854949310422,120.98013610113412,212.79999999999995,3.78375,1054.5,1042,1043,0.5
2026-03-28T00:43:57+00:00,704.0,7030.06,31.07852996326983,120.98019137978554,295.0,3.7845000000000004,1056.0,1044,1045,0.0
2026-03-28T00:43:58+00:00,705.0,7036.1900000000005,31.078513534739614,120.98025244195014,358.4000000000072,3.7845000000000004,1057.5,1045,1046,0.5000000000001072
2026-03-28T00:43:59+00:00,706.0,7042.71,31.078487131744623,120.98031492903829,446.20000000000005,3.7845000000000004,1059.0,1047,1048,0.0
2026-03-28T00:44:00+00:00,707.0,7050.285,31.07845134101808,120.98038148134947,516.0999999999999,3.7845000000000004,1060.5,1048,1049,0.5
2026-03-28T00:44:01+00:00,708.0,7058.1,31.078417478129268,120.980454236269,599.2,3.7845000000000004,1062.0,1050,1051,0.0
2026-03-28T00:44:02+00:00,709.0,7066.665,31.078382399864495,120.98053499590605,644.8,3.7845000000000004,1063.5,1051,1052,0.5
2026-03-28T00:44:03+00:00,710.0,7075.79,31.078345142304897,120.98061910830438,685.0,3.7845000000000004,1065.0,1053,1054,0.0
2026-03-28T00:44:04+00:00,711.0,7084.915,31.078311949968338,120.9807074116543,725.1999999999999,3.7829999999999995,1066.5,1054,1055,0.5
2026-03-28T00:44:05+00:00,712.0,7094.41,31.07827733270824,120.98079814575613,742.8,3.7829999999999995,1068.0,1056,1057,0.0
2026-03-28T00:44:06+00:00,713.0,7103.67,31.078243511728942,120.98088623955846,701.7999999999965,3.7815,1069.5,1057,1058,0.5000000000000774
2026-03-28T00:44:07+00:00,714.0,7112.37,31.07821438461542,120.98097148351371,655.2,3.7815,1071.0,1059,1060,0.0
2026-03-28T00:44:08+00:00,715.0,7120.95,31.078176791779697,120.98105052486062,607.5,3.7815,1072.5,1060,1061,0.5
2026-03-28T00:44:09+00:00,716.0,7129.28,31.078144563362002,120.98112981766462,582.4000000000001,3.7829999999999995,1074.0,1062,1063,0.0
2026-03-28T00:44:10+00:00,717.0,7137.56,31.078111119568348,120.9812071826309,549.6999999999999,3.7829999999999995,1075.5,1063,1064,0.5
2026-03-28T00:44:11+00:00,718.0,7145.58,31.078080525621772,120.98128261975944,498.4,3.7845000000000004,1077.0,1065,1066,0.0
2026-03-28T00:44:12+00:00,719.0,7152.995000000001,31.07805261388421,120.98135382402688,467.5999999999974,3.7845000000000004,1078.5,1066,1067,0.5000000000000934
2026-03-28T00:44:13+00:00,720.0,7160.59,31.07802369631827,120.98142435774207,440.6,3.7845000000000004,1080.0,1068,1069,0.0
2026-03-28T00:44:14+00:00,721.0,7167.015,31.07799716759473,120.9814852103591,377.1,3.7845000000000004,1081.5,1069,1070,0.5
2026-03-28T00:44:15+00:00,722.0,7173.41,31.077969800680876,120.98154463805258,328.6,3.786,1083.0,1071,1072,0.0
2026-03-28T00:44:16+00:00,723.0,7179.639999999999,31.07794557698071,120.98160368856043,289.40000000000293,3.7852500000000004,1084.5,1072,1073,0.4999999999998874
2026-03-28T00:44:17+00:00,724.0,7186.03,31.07791875489056,120.98166164942086,285.6,3.786,1086.0,1074,1075,0.0
2026-03-28T00:44:18+00:00,725.0,7192.005,31.07789993751794,120.98171973600984,297.8,3.786,1087.5,1075,1076,0.5
2026-03-28T00:44:19+00:00,726.0,7197.45,31.07788296416402,120.98177346400917,246.39999999999998,3.786,1089.0,1077,1078,0.0
2026-03-28T00:44:20+00:00,727.0,7202.99,31.07786037493497,120.9818261442706,239.0,3.786,1090.5,1078,1079,0.5
2026-03-28T00:44:21+00:00,728.0,7208.86,31.077841222286224,120.9818821772933,246.39999999999998,3.786,1092.0,1080,1081,0.0
2026-03-28T00:44:22+00:00,729.0,7214.195,31.077818465419114,120.98193288780749,253.89999999999912,3.7874999999999996,1093.5,1081,1082,0.49999999999987743
2026-03-28T00:44:23+00:00,730.0,7220.02,31.07779646292329,120.98198879510164,282.0,3.7874999999999996,1095.0,1083,1084,0.0
2026-03-28T00:44:24+00:00,731.0,7226.295,31.077777100726962,120.98204927053303,292.2,3.7874999999999996,1096.5,1084,1085,0.5
2026-03-28T00:44:25+00:00,732.0,7232.23,31.077760253101587,120.98210832104087,324.79999999999995,3.7889999999999997,1098.0,1086,1087,0.0
2026-03-28T00:44:26+00:00,733.0,7238.825,31.07772794086486,120.98216661717743,374.3,3.7889999999999997,1099.5,1087,1088,0.5
2026-03-28T00:44:27+00:00,734.0,7245.63,31.077697221189737,120.98222776316106,407.0,3.7889999999999997,1101.0,1089,1090,0.0
2026-03-28T00:44:28+00:00,735.0,7252.53,31.07766947709024,120.98229192662984,445.2,3.7897499999999997,1102.5,1090,1091,0.5
2026-03-28T00:44:29+00:00,736.0,7259.5,31.077638883143663,120.98235667683184,472.20000000000005,3.7905,1104.0,1092,1093,0.0
2026-03-28T00:44:30+00:00,737.0,7267.264999999999,31.077607073821127,120.98242955747992,519.8999999999992,3.7905,1105.5,1093,1094,0.49999999999991435
