timestamp,elapsed_seconds,distance_m,speed_mps,altitude_m,heart_rate,power,cadence,latitude,longitude
2026-03-28T00:40:55+00:00,522.0,3829.94,2.517,1819.4,142,163,92,31.098016714677215,120.99393141455948
2026-03-28T00:40:56+00:00,523.0,3838.73,2.517,1836.2,143,175,87,31.097985114902258,120.99384499713778
2026-03-28T00:40:57+00:00,524.0,3848.17,2.517,1828.8,143,166,89,31.097953179851174,120.9937546402216
2026-03-28T00:40:58+00:00,525.0,3857.18,2.517,1832.6,142,176,90,31.097920574247837,120.9936677198857
2026-03-28T00:40:59+00:00,526.0,3866.42,2.517,1827.0,143,183,90,31.097887633368373,120.9935783687979
2026-03-28T00:41:00+00:00,527.0,3875.82,2.517,1864.2,142,205,93,31.097853938117623,120.99348750896752
2026-03-28T00:41:01+00:00,528.0,3885.14,2.517,1817.6,142,188,88,31.097817979753017,120.99339991807938
2026-03-28T00:41:02+00:00,529.0,3894.36,2.517,1832.6,142,151,92,31.09778151847422,120.99331316538155
2026-03-28T00:41:03+00:00,530.0,3903.66,2.517,1827.0,143,164,86,31.09774782322347,120.99322440102696
2026-03-28T00:41:04+00:00,531.0,3912.91,2.516,1832.6,143,154,92,31.097713876515627,120.99313664250076
2026-03-28T00:41:05+00:00,532.0,3921.85,2.516,1847.4,143,149,91,31.09768177382648,120.99304988980293
2026-03-28T00:41:06+00:00,533.0,3930.76,2.516,1810.2,143,146,92,31.097649168223143,120.99296489730477
2026-03-28T00:41:07+00:00,534.0,3939.52,2.516,1795.2,142,143,91,31.09761974774301,120.99287940189242
2026-03-28T00:41:08+00:00,535.0,3948.39,2.516,1808.2,143,151,88,31.097585130482912,120.99279541522264
2026-03-28T00:41:09+00:00,536.0,3957.07,2.516,1795.2,146,162,88,31.097551099956036,120.9927112609148
2026-03-28T00:41:10+00:00,537.0,3966.37,2.516,1795.2,150,159,91,31.097514890134335,120.99262417294085
2026-03-28T00:41:11+00:00,538.0,3975.27,2.515,1761.6,150,167,86,31.097482619807124,120.99253884516656
2026-03-28T00:41:12+00:00,539.0,3984.11,2.515,1765.4,149,167,86,31.097452277317643,120.99245284684002
2026-03-28T00:41:13+00:00,540.0,3992.88,2.515,1746.8,149,167,84,31.097422018647194,120.99236693233252
2026-03-28T00:41:14+00:00,541.0,4001.94,2.515,1720.6,148,168,88,31.09738958068192,120.99228076636791
2026-03-28T00:41:15+00:00,542.0,4011.05,2.515,1731.8,148,168,84,31.097357561811805,120.99219451658428
2026-03-28T00:41:16+00:00,543.0,4019.54,2.515,1715.0,148,171,84,31.097327135503292,120.99211254157126
2026-03-28T00:41:17+00:00,544.0,4028.23,2.515,1726.2,148,191,88,31.097295451909304,120.99202947691083
2026-03-28T00:41:18+00:00,545.0,4036.87,2.515,1728.0,148,202,85,31.097263600677252,120.99194750189781
2026-03-28T00:41:19+00:00,546.0,4045.31,2.515,1728.0,148,204,87,31.09723183326423,120.99186602979898
2026-03-28T00:41:20+00:00,547.0,4054.1,2.516,1750.4,149,214,89,31.097201574593782,120.99178003147244
2026-03-28T00:41:21+00:00,548.0,4062.86,2.516,1724.4,149,207,83,31.09717064537108,120.991694284603
2026-03-28T00:41:22+00:00,549.0,4072.21,2.516,1763.6,149,187,85,31.09713594429195,120.99160619080067
2026-03-28T00:41:23+00:00,550.0,4081.22,2.516,1759.8,149,181,85,31.097101578488946,120.99152195267379
2026-03-28T00:41:24+00:00,551.0,4089.6,2.516,1730.0,149,179,85,31.097071655094624,120.99144064821303
2026-03-28T00:41:25+00:00,552.0,4098.12,2.516,1707.6,149,175,91,31.097041396424174,120.99135817028582
2026-03-28T00:41:26+00:00,553.0,4106.71,2.516,1707.6,149,191,82,31.097008707001805,120.99127720110118
2026-03-28T00:41:27+00:00,554.0,4114.73,2.516,1659.0,149,167,85,31.096979789435863,120.9911987464875
2026-03-28T00:41:28+00:00,555.0,4123.15,2.515,1627.2,149,152,85,31.096946010366082,120.99111970514059
2026-03-28T00:41:29+00:00,556.0,4131.48,2.516,1644.0,149,42,81,31.096916673704982,120.99103722721338
2026-03-28T00:41:30+00:00,557.0,4140.54,2.516,1664.6,150,93,84,31.096883146092296,120.99095282144845
2026-03-28T00:41:31+00:00,558.0,4149.07,2.516,1690.8,150,208,80,31.09685305505991,120.99087067879736
2026-03-28T00:41:32+00:00,559.0,4157.37,2.516,1649.6,150,199,83,31.096821539103985,120.99079155363142
2026-03-28T00:41:33+00:00,560.0,4165.93,2.517,1666.4,150,181,79,31.096792370080948,120.99070924334228
2026-03-28T00:41:34+00:00,561.0,4174.37,2.517,1666.4,150,181,75,31.0967637039721,120.99062819033861
2026-03-28T00:41:35+00:00,562.0,4182.49,2.517,1668.4,149,174,82,31.09673570841551,120.99054839462042
2026-03-28T00:41:36+00:00,563.0,4190.76,2.517,1638.4,149,179,85,31.096708299592137,120.99046776071191
2026-03-28T00:41:37+00:00,564.0,4199.1,2.517,1625.4,149,185,84,31.09667862765491,120.99038762971759
2026-03-28T00:41:38+00:00,565.0,4207.5,2.518,1662.8,149,182,80,31.09664484858513,120.99030867218971
2026-03-28T00:41:39+00:00,566.0,4215.98,2.518,1679.6,149,187,84,31.096614003181458,120.99022703245282
2026-03-28T00:41:40+00:00,567.0,4224.65,2.518,1681.4,149,177,85,31.09658231958747,120.99014514125884
2026-03-28T00:41:41+00:00,568.0,4233.0,2.518,1688.8,149,186,82,31.09655063599348,120.99006484262645
2026-03-28T00:41:42+00:00,569.0,4241.56,2.518,1692.6,149,184,85,31.096519706770778,120.98998177796602
2026-03-28T00:41:43+00:00,570.0,4250.23,2.517,1687.0,149,168,78,31.09648760408163,120.98989837802947
2026-03-28T00:41:44+00:00,571.0,4259.05,2.517,1685.2,148,171,91,31.09645524993539,120.98981413990259
2026-03-28T00:41:45+00:00,572.0,4267.62,2.517,1659.0,148,171,82,31.096425410360098,120.98973073996603
2026-03-28T00:41:46+00:00,573.0,4276.18,2.518,1627.2,148,85,0,31.09639481641352,120.98964834585786
2026-03-28T00:41:47+00:00,574.0,4284.66,2.518,1591.8,148,0,0,31.096364557743073,120.98956787958741
2026-03-28T00:41:48+00:00,575.0,4292.76,2.518,1578.8,148,0,0,31.096334299072623,120.98949051462114
2026-03-28T00:41:49+00:00,576.0,4300.67,2.518,1547.0,148,0,0,31.09630378894508,120.98941499367356
2026-03-28T00:41:50+00:00,577.0,4308.52,2.519,1507.8,149,0,0,31.096274619922042,120.98934114910662
2026-03-28T00:41:51+00:00,578.0,4315.95,2.518,1489.2,150,0,0,31.096242936328053,120.98927174694836
2026-03-28T00:41:52+00:00,579.0,4323.69,2.519,1493.0,151,0,0,31.096214521676302,120.98919807001948
2026-03-28T00:41:53+00:00,580.0,4331.38,2.519,1491.0,151,80,73,31.09618811868131,120.98912414163351
2026-03-28T00:41:54+00:00,581.0,4338.94,2.519,1506.0,151,120,76,31.09616171568632,120.98905130289495
2026-03-28T00:41:55+00:00,582.0,4346.38,2.519,1515.4,151,153,80,31.096137072890997,120.98897863179445
2026-03-28T00:41:56+00:00,583.0,4353.83,2.519,1504.2,150,148,70,31.096108574420214,120.98890788853168
2026-03-28T00:41:57+00:00,584.0,4361.35,2.519,1506.0,149,137,77,31.096079740673304,120.98883714526892
2026-03-28T00:41:58+00:00,585.0,4368.53,2.518,1496.6,148,134,73,31.096052331849933,120.98876765929163
2026-03-28T00:41:59+00:00,586.0,4376.13,2.518,1478.0,148,127,75,31.09602282755077,120.98869565874338
2026-03-28T00:42:00+00:00,587.0,4383.6,2.518,1466.8,148,123,72,31.095995418727398,120.98862374201417
2026-03-28T00:42:01+00:00,588.0,4391.22,2.518,1457.4,147,127,73,31.095970273017883,120.98855081945658
2026-03-28T00:42:02+00:00,589.0,4398.31,2.518,1451.8,146,136,70,31.095945965498686,120.98848141729832
2026-03-28T00:42:03+00:00,590.0,4405.47,2.518,1446.2,145,132,73,31.095917550846934,120.98841260187328
2026-03-28T00:42:04+00:00,591.0,4413.3,2.518,1442.6,144,137,71,31.09588796272874,120.98833984695375
2026-03-28T00:42:05+00:00,592.0,4420.97,2.518,1442.6,141,133,72,31.095860889181495,120.9882683493197
2026-03-28T00:42:06+00:00,593.0,4427.72,2.518,1453.8,139,143,69,31.095834570005536,120.9882025513798
2026-03-28T00:42:07+00:00,594.0,4435.02,2.519,1463.0,138,142,73,31.095807999372482,120.98813214339316
2026-03-28T00:42:08+00:00,595.0,4442.3,2.519,1465.0,138,155,73,31.095780758187175,120.98806257359684
2026-03-28T00:42:09+00:00,596.0,4449.84,2.52,1479.8,138,147,75,31.095750080421567,120.98799308761954
2026-03-28T00:42:10+00:00,597.0,4456.76,2.52,1450.0,137,145,75,31.09572233632207,120.98792728967965
2026-03-28T00:42:11+00:00,598.0,4464.02,2.521,1470.6,138,158,74,31.095691323280334,120.98785931244493
2026-03-28T00:42:12+00:00,599.0,4471.58,2.521,1487.4,138,172,73,31.09565938822925,120.98778882063925
2026-03-28T00:42:13+00:00,600.0,4479.39,2.521,1507.8,138,189,75,31.09562812373042,120.98771648481488
2026-03-28T00:42:14+00:00,601.0,4487.0,2.521,1526.6,139,199,71,31.095598032698035,120.9876446519047
2026-03-28T00:42:15+00:00,602.0,4494.62,2.522,1517.2,140,183,77,31.095566181465983,120.98757407628
2026-03-28T00:42:16+00:00,603.0,4502.49,2.522,1519.0,141,183,75,31.095534497871995,120.98750148899853
2026-03-28T00:42:17+00:00,604.0,4510.38,2.522,1530.2,141,175,74,31.095502814278007,120.98742915317416
2026-03-28T00:42:18+00:00,605.0,4517.66,2.522,1534.0,141,169,80,31.09547020867467,120.98736176267266
2026-03-28T00:42:19+00:00,606.0,4525.23,2.522,1537.6,141,164,75,31.09543793834746,120.9872910194099
2026-03-28T00:42:20+00:00,607.0,4533.09,2.522,1534.0,141,160,74,31.095404578372836,120.98721876740456
2026-03-28T00:42:21+00:00,608.0,4540.87,2.521,1562.0,142,149,78,31.095371805131435,120.98714584484696
2026-03-28T00:42:22+00:00,609.0,4548.83,2.521,1562.0,143,163,73,31.095340037718415,120.9870711620897
2026-03-28T00:42:23+00:00,610.0,4556.62,2.521,1569.4,144,162,79,31.095307264477015,120.98699916154146
2026-03-28T00:42:24+00:00,611.0,4564.29,2.521,1552.6,145,166,75,31.095276419073343,120.9869284182787
2026-03-28T00:42:25+00:00,612.0,4571.73,2.521,1567.6,146,152,77,31.095244148746133,120.98685826174915
2026-03-28T00:42:26+00:00,613.0,4579.26,2.521,1524.6,147,158,74,31.09521271660924,120.98678877577186
2026-03-28T00:42:27+00:00,614.0,4586.88,2.521,1563.8,148,162,77,31.09517801553011,120.98671920597553
2026-03-28T00:42:28+00:00,615.0,4594.47,2.521,1550.8,148,172,81,31.0951423086226,120.98665122874081
2026-03-28T00:42:29+00:00,616.0,4602.48,2.521,1562.0,148,177,76,31.095104003325105,120.98658157512546
2026-03-28T00:42:30+00:00,617.0,4610.3,2.521,1567.6,147,168,83,31.095066787675023,120.98651259206235
2026-03-28T00:42:31+00:00,618.0,4617.75,2.521,1569.4,147,176,77,31.095028817653656,120.98644461482763
2026-03-28T00:42:32+00:00,619.0,4625.99,2.521,1562.0,147,166,78,31.094991015270352,120.9863686747849
2026-03-28T00:42:33+00:00,620.0,4634.62,2.521,1569.4,147,157,79,31.094952123239636,120.9862925671041
2026-03-28T00:42:34+00:00,621.0,4642.67,2.52,1556.4,147,157,75,31.094913817942142,120.98622182384133
2026-03-28T00:42:35+00:00,622.0,4650.67,2.52,1586.2,146,158,80,31.094878781586885,120.98614864982665
2026-03-28T00:42:36+00:00,623.0,4658.43,2.52,1569.4,146,177,77,31.09484282322228,120.98607891239226
2026-03-28T00:42:37+00:00,624.0,4666.73,2.52,1606.8,146,179,79,31.09480225481093,120.98600707948208
2026-03-28T00:42:38+00:00,625.0,4674.55,2.52,1606.8,146,174,77,31.094762608408928,120.98593859933317
2026-03-28T00:42:39+00:00,626.0,4682.41,2.52,1597.4,146,157,77,31.094724973663688,120.98586743697524
2026-03-28T00:42:40+00:00,627.0,4690.61,2.52,1593.6,147,155,80,31.0946845728904,120.98579568788409
2026-03-28T00:42:41+00:00,628.0,4698.82,2.52,1599.2,146,165,80,31.094646267592907,120.9857227653265
2026-03-28T00:42:42+00:00,629.0,4706.66,2.52,1590.0,147,170,77,31.09460972249508,120.98565235733986
2026-03-28T00:42:43+00:00,630.0,4714.44,2.52,1588.0,147,168,77,31.09457158483565,120.98558303900063
2026-03-28T00:42:44+00:00,631.0,4722.14,2.52,1556.4,147,185,81,31.094532357528806,120.98551497794688
2026-03-28T00:42:45+00:00,632.0,4730.45,2.521,1567.6,147,201,78,31.094491789117455,120.9854431450367
2026-03-28T00:42:46+00:00,633.0,4738.0,2.521,1550.8,147,191,77,31.094452729448676,120.98537525162101
2026-03-28T00:42:47+00:00,634.0,4746.68,2.521,1571.2,147,181,78,31.094406880438328,120.98530165851116
2026-03-28T00:42:48+00:00,635.0,4755.39,2.521,1576.8,146,176,81,31.094361199066043,120.98522890359163
2026-03-28T00:42:49+00:00,636.0,4763.98,2.522,1593.6,147,187,75,31.094315852969885,120.98515740595758
2026-03-28T00:42:50+00:00,637.0,4772.12,2.522,1599.2,147,179,78,31.09427411109209,120.9850874170661
2026-03-28T00:42:51+00:00,638.0,4780.13,2.522,1591.8,146,176,80,31.094232369214296,120.98501784726977
2026-03-28T00:42:52+00:00,639.0,4788.34,2.522,1580.6,146,170,78,31.094191297888756,120.98494693636894
2026-03-28T00:42:53+00:00,640.0,4796.48,2.522,1593.6,145,165,75,31.094149136915803,120.98487753421068
2026-03-28T00:42:54+00:00,641.0,4804.5,2.522,1584.4,145,172,78,31.094106640666723,120.98481022752821
2026-03-28T00:42:55+00:00,642.0,4812.34,2.522,1588.0,144,173,76,31.094063138589263,120.98474417813122
2026-03-28T00:42:56+00:00,643.0,4820.65,2.522,1590.0,144,156,77,31.094019887968898,120.9846743568778
2026-03-28T00:42:57+00:00,644.0,4828.56,2.522,1597.4,143,154,79,31.0939765535295,120.98460788838565
2026-03-28T00:42:58+00:00,645.0,4836.39,2.522,1569.4,144,154,80,31.0939316265285,120.98454435355961
2026-03-28T00:42:59+00:00,646.0,4844.44,2.522,1576.8,144,145,78,31.093886699527502,120.98447805270553
2026-03-28T00:43:00+00:00,647.0,4852.43,2.522,1584.4,144,125,80,31.09384059906006,120.9844137635082
2026-03-28T00:43:01+00:00,648.0,4860.18,2.522,1575.0,143,136,78,31.093798521906137,120.98434737883508
2026-03-28T00:43:02+00:00,649.0,4868.1,2.523,1519.0,144,136,111,31.0937556065619,120.98428258672357
2026-03-28T00:43:03+00:00,650.0,4875.45,2.523,1470.6,144,136,111,31.09371160157025,120.98422416485846
2026-03-28T00:43:04+00:00,651.0,4883.11,2.523,1459.4,144,0,0,31.093668518587947,120.98416264168918
2026-03-28T00:43:05+00:00,652.0,4890.32,2.523,1422.0,144,0,0,31.093629794195294,120.98410262726247
2026-03-28T00:43:06+00:00,653.0,4897.21,2.524,1397.8,145,0,0,31.09359056688845,120.98404621705413
2026-03-28T00:43:07+00:00,654.0,4904.37,2.524,1395.8,145,0,0,31.09354798682034,120.98399173468351
2026-03-28T00:43:08+00:00,655.0,4911.04,2.524,1394.0,145,127,66,31.093508005142212,120.98393918015063
2026-03-28T00:43:09+00:00,656.0,4917.69,2.523,1397.8,145,121,68,31.093470454216003,120.9838836081326
2026-03-28T00:43:10+00:00,657.0,4924.65,2.523,1401.4,145,133,73,31.09343365766108,120.98382459953427
2026-03-28T00:43:11+00:00,658.0,4931.77,2.523,1423.8,145,133,70,31.09339753165841,120.98376265726984
2026-03-28T00:43:12+00:00,659.0,4938.67,2.523,1423.8,145,126,74,31.093361573293805,120.98370272666216
2026-03-28T00:43:13+00:00,660.0,4945.62,2.523,1414.6,144,124,71,31.093326369300485,120.983641538769
2026-03-28T00:43:14+00:00,661.0,4952.93,2.523,1422.0,144,122,69,31.09328697435558,120.98357959650457
2026-03-28T00:43:15+00:00,662.0,4960.4,2.523,1435.0,144,125,68,31.09324255026877,120.98352117463946
2026-03-28T00:43:16+00:00,663.0,4967.54,2.523,1435.0,143,124,67,31.093199383467436,120.98346426151693
2026-03-28T00:43:17+00:00,664.0,4975.24,2.523,1433.2,143,116,75,31.093152528628707,120.98340592347085
2026-03-28T00:43:18+00:00,665.0,4982.76,2.523,1455.6,143,133,73,31.09310341067612,120.98335236310959
2026-03-28T00:43:19+00:00,666.0,4989.94,2.524,1466.8,143,135,71,31.093054376542568,120.98330232314765
2026-03-28T00:43:20+00:00,667.0,4997.43,2.524,1457.4,143,134,71,31.093005426228046,120.98324918188155
2026-03-28T00:43:21+00:00,668.0,5004.92,2.524,1466.8,142,136,75,31.092958487570286,120.98319419659674
2026-03-28T00:43:22+00:00,669.0,5012.25,2.524,1493.0,142,146,70,31.092910710722208,120.98314080387354
2026-03-28T00:43:23+00:00,670.0,5019.65,2.524,1507.8,142,142,69,31.09286343678832,120.98308498039842
2026-03-28T00:43:24+00:00,671.0,5027.49,2.523,1509.8,142,140,76,31.09281700104475,120.98302454687655
2026-03-28T00:43:25+00:00,672.0,5034.97,2.523,1530.2,142,137,76,31.092770397663116,120.98296721465886
2026-03-28T00:43:26+00:00,673.0,5042.57,2.523,1528.4,142,139,72,31.092723375186324,120.98290887661278
2026-03-28T00:43:27+00:00,674.0,5050.22,2.523,1532.0,142,140,75,31.09267584979534,120.98285120911896
2026-03-28T00:43:28+00:00,675.0,5057.69,2.523,1522.8,142,144,76,31.092630671337247,120.98279220052063
2026-03-28T00:43:29+00:00,676.0,5065.52,2.523,1534.0,143,136,76,31.092580128461123,120.98273486830294
2026-03-28T00:43:30+00:00,677.0,5073.25,2.523,1528.4,142,129,73,31.092530842870474,120.98267753608525
2026-03-28T00:43:31+00:00,678.0,5081.16,2.523,1530.2,141,124,77,31.092482646927238,120.98261844366789
2026-03-28T00:43:32+00:00,679.0,5088.53,2.523,1524.6,141,136,71,31.09243830665946,120.98256002180278
2026-03-28T00:43:33+00:00,680.0,5096.08,2.523,1513.4,140,135,78,31.09239279292524,120.98250042647123
2026-03-28T00:43:34+00:00,681.0,5103.73,2.523,1509.8,140,142,74,31.092345099896193,120.98244183696806
2026-03-28T00:43:35+00:00,682.0,5111.4,2.523,1500.4,140,151,74,31.092296736314893,120.98238475620747
2026-03-28T00:43:36+00:00,683.0,5118.78,2.523,1483.6,140,151,74,31.092251054942608,120.98232792690396
2026-03-28T00:43:37+00:00,684.0,5126.38,2.523,1474.2,140,154,69,31.09220470301807,120.98227059468627
2026-03-28T00:43:38+00:00,685.0,5133.43,2.523,1479.8,140,166,75,31.092160362750292,120.98221577703953
2026-03-28T00:43:39+00:00,686.0,5141.0,2.523,1461.2,140,186,76,31.09211476519704,120.98215802572668
2026-03-28T00:43:40+00:00,687.0,5148.22,2.523,1451.8,140,181,66,31.09207084402442,120.98210245370865
2026-03-28T00:43:41+00:00,688.0,5155.26,2.523,1442.6,140,176,73,31.092026503756642,120.98204897716641
2026-03-28T00:43:42+00:00,689.0,5162.48,2.523,1435.0,140,184,66,31.091983253136277,120.98199181258678
2026-03-28T00:43:43+00:00,690.0,5169.7,2.523,1392.2,140,183,73,31.091940505430102,120.98193548619747
2026-03-28T00:43:44+00:00,691.0,5176.67,2.523,1369.8,141,168,65,31.091897003352642,120.98188293166459
2026-03-28T00:43:45+00:00,692.0,5183.36,2.524,1347.4,140,162,68,31.09185492619872,120.9818319696933
2026-03-28T00:43:46+00:00,693.0,5190.11,2.524,1310.0,140,158,71,31.091813603416085,120.98178075626493
2026-03-28T00:43:47+00:00,694.0,5196.68,2.525,1298.8,141,143,61,31.09177328646183,120.98173054866493
2026-03-28T00:43:48+00:00,695.0,5202.93,2.526,1261.6,140,167,67,31.09173464588821,120.98168151453137
2026-03-28T00:43:49+00:00,696.0,5209.43,2.527,1229.8,140,149,59,31.09169508330524,120.98163289949298
2026-03-28T00:43:50+00:00,697.0,5215.32,2.527,1207.4,140,167,66,31.091658622026443,120.98158713430166
2026-03-28T00:43:51+00:00,698.0,5221.33,2.528,1186.8,140,141,57,31.09162081964314,120.9815422911197
2026-03-28T00:43:52+00:00,699.0,5226.91,2.529,1162.6,140,154,57,31.091584777459502,120.98149979487062
2026-03-28T00:43:53+00:00,700.0,5233.0,2.53,1132.8,139,161,57,31.091547226533294,120.98145419731736
2026-03-28T00:43:54+00:00,701.0,5238.7,2.531,1108.4,139,167,59,31.091509591788054,120.98141379654408
2026-03-28T00:43:55+00:00,702.0,5244.05,2.531,1061.8,138,150,53,31.091476818546653,120.98137222230434
2026-03-28T00:43:56+00:00,703.0,5249.39,2.532,1033.8,138,124,53,31.091447481885552,120.98132830113173
2026-03-28T00:43:57+00:00,704.0,5254.45,2.533,1000.2,138,121,47,31.091419151052833,120.9812864754349
2026-03-28T00:43:58+00:00,705.0,5259.51,2.535,985.4,138,125,47,31.091387886554003,120.9812484215945
2026-03-28T00:43:59+00:00,706.0,5264.28,2.535,977.8,139,143,50,31.091358717530966,120.98121095448732
2026-03-28T00:44:00+00:00,707.0,5269.24,2.536,968.6,138,154,49,31.09132904559374,120.98117273300886
2026-03-28T00:44:01+00:00,708.0,5273.8,2.537,964.8,138,148,46,31.09130029566586,120.98113736137748
2026-03-28T00:44:02+00:00,709.0,5278.61,2.538,951.8,138,147,47,31.091270875185728,120.98110022954643
2026-03-28T00:44:03+00:00,710.0,5283.46,2.539,940.6,138,150,47,31.091239862143993,120.98106485791504
2026-03-28T00:44:04+00:00,711.0,5288.04,2.54,933.0,138,157,46,31.091210525482893,120.98102982155979
2026-03-28T00:44:05+00:00,712.0,5292.89,2.54,929.4,138,162,46,31.091181440278888,120.98099227063358
2026-03-28T00:44:06+00:00,713.0,5297.67,2.541,918.2,138,157,44,31.09115227125585,120.98095656372607
2026-03-28T00:44:07+00:00,714.0,5302.23,2.541,912.6,138,154,44,31.091124610975385,120.98092119209468
2026-03-28T00:44:08+00:00,715.0,5306.96,2.541,907.0,138,156,46,31.09109653159976,120.98088548518717
2026-03-28T00:44:09+00:00,716.0,5311.18,2.542,899.4,139,164,44,31.091070296242833,120.98085237666965
2026-03-28T00:44:10+00:00,717.0,5315.63,2.542,888.2,140,169,44,31.091042635962367,120.98081893287599
2026-03-28T00:44:11+00:00,718.0,5319.91,2.543,875.2,140,143,42,31.09101732261479,120.98078439943492
2026-03-28T00:44:12+00:00,719.0,5324.26,2.544,858.4,140,140,43,31.090990751981735,120.98075020126998
2026-03-28T00:44:13+00:00,720.0,5328.83,2.545,862.2,141,139,43,31.09096367843449,120.98071533255279
2026-03-28T00:44:14+00:00,721.0,5333.08,2.545,858.4,141,139,42,31.090936940163374,120.98068440333009
2026-03-28T00:44:15+00:00,722.0,5337.02,2.546,849.0,141,142,42,31.090911207720637,120.98065439611673
2026-03-28T00:44:16+00:00,723.0,5341.1,2.547,843.4,140,142,41,31.09088539145887,120.98062212578952
2026-03-28T00:44:17+00:00,724.0,5345.57,2.547,828.6,140,143,41,31.09085764735937,120.98058985546231
2026-03-28T00:44:18+00:00,725.0,5349.7,2.548,837.8,140,129,40,31.090832417830825,120.9805578365922
2026-03-28T00:44:19+00:00,726.0,5353.73,2.548,847.2,140,128,40,31.090807607397437,120.9805264044553
2026-03-28T00:44:20+00:00,727.0,5357.93,2.549,845.4,140,129,41,31.09078095294535,120.98049555905163
2026-03-28T00:44:21+00:00,728.0,5361.98,2.549,851.0,141,132,41,31.090754717588425,120.98046395927668
2026-03-28T00:44:22+00:00,729.0,5366.48,2.55,841.6,140,131,42,31.09072621911764,120.98043110221624
2026-03-28T00:44:23+00:00,730.0,5370.91,2.55,836.0,140,130,42,31.09069780446589,120.98039916716516
2026-03-28T00:44:24+00:00,731.0,5375.22,2.551,847.2,141,130,42,31.090671736747026,120.98036488518119
2026-03-28T00:44:25+00:00,732.0,5379.84,2.551,854.6,140,130,40,31.090644747018814,120.9803297650069
2026-03-28T00:44:26+00:00,733.0,5384.03,2.552,882.6,140,131,43,31.090619014576077,120.98029632121325
2026-03-28T00:44:27+00:00,734.0,5388.55,2.552,882.6,140,135,41,31.090590683743358,120.98026287741959
2026-03-28T00:44:28+00:00,735.0,5393.06,2.553,905.0,141,143,41,31.090562352910638,120.98022867925465
2026-03-28T00:44:29+00:00,736.0,5397.67,2.553,910.6,140,145,47,31.09053310006857,120.98019464872777
2026-03-28T00:44:30+00:00,737.0,5402.26,2.553,918.2,140,139,44,31.090504014864564,120.9801606182009
2026-03-28T00:44:31+00:00,738.0,5407.0,2.553,942.4,140,136,44,31.090474259108305,120.98012524656951
2026-03-28T00:44:32+00:00,739.0,5411.9,2.554,968.6,140,157,45,31.090445509180427,120.98008694127202
2026-03-28T00:44:33+00:00,740.0,5416.76,2.554,994.6,140,177,50,31.090414663776755,120.9800501447171
2026-03-28T00:44:34+00:00,741.0,5421.78,2.555,1007.8,140,183,46,31.090384405106306,120.98001091741025
2026-03-28T00:44:35+00:00,742.0,5426.84,2.556,1024.6,140,179,50,31.090352134779096,120.97997294738889
2026-03-28T00:44:36+00:00,743.0,5432.05,2.556,1043.2,140,167,52,31.09032103791833,120.97993162460625
2026-03-28T00:44:37+00:00,744.0,5437.47,2.556,1052.6,140,165,52,31.09028826467693,120.97989030182362
2026-03-28T00:44:38+00:00,745.0,5442.85,2.557,1069.2,141,153,50,31.090255826711655,120.97984847612679
2026-03-28T00:44:39+00:00,746.0,5448.26,2.557,1067.4,141,143,52,31.090221712365746,120.97980908118188
2026-03-28T00:44:40+00:00,747.0,5453.44,2.557,1067.4,140,143,54,31.09019053168595,120.97976809367537
2026-03-28T00:44:41+00:00,748.0,5458.69,2.557,1071.2,140,150,53,31.090159099549055,120.97972677089274
2026-03-28T00:44:42+00:00,749.0,5463.98,2.557,1078.6,140,142,52,31.09012615866959,120.9796859510243
2026-03-28T00:44:43+00:00,750.0,5469.44,2.558,1086.0,140,138,53,31.090092798694968,120.97964370623231
2026-03-28T00:44:44+00:00,751.0,5474.92,2.558,1088.0,139,140,52,31.09006061218679,120.97960045561194
2026-03-28T00:44:45+00:00,752.0,5480.43,2.559,1093.6,140,138,55,31.090026078745723,120.97955913282931
2026-03-28T00:44:46+00:00,753.0,5485.86,2.559,1104.8,139,142,55,31.089991126209497,120.97951873205602
2026-03-28T00:44:47+00:00,754.0,5491.38,2.559,1116.0,139,142,53,31.08995558694005,120.97947757691145
2026-03-28T00:44:48+00:00,755.0,5497.12,2.56,1123.4,139,138,55,31.089919293299317,120.97943466156721
2026-03-28T00:44:49+00:00,756.0,5502.94,2.56,1140.2,138,138,58,31.089881407096982,120.97939317114651
2026-03-28T00:44:50+00:00,757.0,5508.64,2.561,1158.8,137,144,55,31.089844861999154,120.9793503396213
2026-03-28T00:44:51+00:00,758.0,5514.63,2.561,1181.2,137,146,56,31.089807143434882,120.97930524498224
2026-03-28T00:44:52+00:00,759.0,5520.75,2.561,1207.4,137,155,57,31.089767161756754,120.97926140762866
2026-03-28T00:44:53+00:00,760.0,5526.96,2.562,1220.4,137,159,63,31.08972877264023,120.97921530716121
2026-03-28T00:44:54+00:00,761.0,5533.18,2.562,1267.2,137,167,58,31.089690467342734,120.97916719503701
2026-03-28T00:44:55+00:00,762.0,5539.52,2.562,1293.2,137,169,61,31.089649982750416,120.97911983728409
2026-03-28T00:44:56+00:00,763.0,5546.11,2.563,1310.0,138,155,68,31.08960773795843,120.97907172515988
2026-03-28T00:44:57+00:00,764.0,5552.84,2.563,1339.8,138,143,61,31.089566415175796,120.97902009263635
2026-03-28T00:44:58+00:00,765.0,5559.75,2.563,1367.8,138,142,68,31.089524254202843,120.97896720282733
2026-03-28T00:44:59+00:00,766.0,5566.52,2.562,1381.0,139,152,69,31.089483685791492,120.978913474828
